Automatic Weather Station,Global Solar Radiation(watt/square meter),Direct Solar Radiation(watt/square meter),Diffuse Radiation(watt/square meter),Datetime
King's Park,0.0,0.0,0.0,2024-01-28 21:00:00
King's Park,0.0,0.0,0.0,2024-01-28 22:00:00
King's Park,0.0,0.0,0.0,2024-01-28 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-29 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-29 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-29 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-29 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-29 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-29 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-29 06:00:00
Kau Sai Chau,4.333333333333333,0.0,4.166666666666667,2024-01-29 07:00:00
Kau Sai Chau,28.166666666666668,0.0,27.666666666666668,2024-01-29 08:00:00
Kau Sai Chau,118.0,0.0,116.5,2024-01-29 09:00:00
Kau Sai Chau,112.16666666666667,0.0,110.33333333333333,2024-01-29 10:00:00
Kau Sai Chau,161.33333333333334,0.16666666666666666,158.33333333333334,2024-01-29 11:00:00
Kau Sai Chau,458.5,26.5,428.6666666666667,2024-01-29 12:00:00
Kau Sai Chau,348.8333333333333,5.166666666666667,339.5,2024-01-29 13:00:00
Kau Sai Chau,248.16666666666666,10.0,237.33333333333334,2024-01-29 14:00:00
Kau Sai Chau,145.5,0.0,143.66666666666666,2024-01-29 15:00:00
Kau Sai Chau,79.0,0.0,81.0,2024-01-29 16:00:00
Kau Sai Chau,15.5,0.0,17.833333333333332,2024-01-29 17:00:00
Kau Sai Chau,0.3333333333333333,0.0,0.3333333333333333,2024-01-29 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-29 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-29 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-29 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-29 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-29 23:00:00
King's Park,0.0,0.0,0.0,2024-01-29 00:00:00
King's Park,0.0,0.0,0.0,2024-01-29 01:00:00
King's Park,0.0,0.0,0.0,2024-01-29 02:00:00
King's Park,0.0,0.0,0.0,2024-01-29 03:00:00
King's Park,0.0,0.0,0.0,2024-01-29 04:00:00
King's Park,0.0,0.0,0.0,2024-01-29 05:00:00
King's Park,0.0,0.0,0.0,2024-01-29 06:00:00
King's Park,5.5,0.0,5.166666666666667,2024-01-29 07:00:00
King's Park,49.0,0.0,43.333333333333336,2024-01-29 08:00:00
King's Park,96.33333333333333,0.3333333333333333,86.66666666666667,2024-01-29 09:00:00
King's Park,164.16666666666666,0.6666666666666666,156.83333333333334,2024-01-29 10:00:00
King's Park,198.0,0.5,180.66666666666666,2024-01-29 11:00:00
King's Park,383.1666666666667,1.6666666666666667,354.3333333333333,2024-01-29 12:00:00
King's Park,454.5,19.666666666666668,421.3333333333333,2024-01-29 13:00:00
King's Park,261.5,0.8333333333333334,242.0,2024-01-29 14:00:00
King's Park,142.33333333333334,0.3333333333333333,132.83333333333334,2024-01-29 15:00:00
King's Park,111.66666666666667,0.16666666666666666,106.0,2024-01-29 16:00:00
King's Park,16.666666666666668,0.0,16.5,2024-01-29 17:00:00
King's Park,0.3333333333333333,0.0,0.6666666666666666,2024-01-29 18:00:00
King's Park,0.0,0.0,0.0,2024-01-29 19:00:00
King's Park,0.0,0.0,0.0,2024-01-29 20:00:00
King's Park,0.0,0.0,0.0,2024-01-29 21:00:00
King's Park,0.0,0.0,0.0,2024-01-29 22:00:00
King's Park,0.0,0.0,0.0,2024-01-29 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-30 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-30 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-30 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-30 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-30 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-30 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-30 06:00:00
Kau Sai Chau,12.166666666666666,0.0,12.0,2024-01-30 07:00:00
Kau Sai Chau,47.666666666666664,0.0,47.333333333333336,2024-01-30 08:00:00
Kau Sai Chau,112.16666666666667,0.16666666666666666,110.66666666666667,2024-01-30 09:00:00
Kau Sai Chau,171.83333333333334,0.0,169.16666666666666,2024-01-30 10:00:00
Kau Sai Chau,212.33333333333334,0.0,208.0,2024-01-30 11:00:00
Kau Sai Chau,214.33333333333334,0.6666666666666666,210.16666666666666,2024-01-30 12:00:00
Kau Sai Chau,178.33333333333334,0.3333333333333333,175.5,2024-01-30 13:00:00
Kau Sai Chau,134.66666666666666,0.0,132.66666666666666,2024-01-30 14:00:00
Kau Sai Chau,122.0,0.0,120.33333333333333,2024-01-30 15:00:00
Kau Sai Chau,45.833333333333336,0.0,45.0,2024-01-30 16:00:00
Kau Sai Chau,13.666666666666666,0.0,13.5,2024-01-30 17:00:00
Kau Sai Chau,0.3333333333333333,0.0,0.3333333333333333,2024-01-30 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-30 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-30 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-30 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-30 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-30 23:00:00
King's Park,0.0,0.0,0.0,2024-01-30 00:00:00
King's Park,0.0,0.0,0.0,2024-01-30 01:00:00
King's Park,0.0,0.0,0.0,2024-01-30 02:00:00
King's Park,0.0,0.0,0.0,2024-01-30 03:00:00
King's Park,0.0,0.0,0.0,2024-01-30 04:00:00
King's Park,0.0,0.0,0.0,2024-01-30 05:00:00
King's Park,0.0,0.0,0.16666666666666666,2024-01-30 06:00:00
King's Park,13.0,0.0,12.666666666666666,2024-01-30 07:00:00
King's Park,84.0,0.3333333333333333,75.0,2024-01-30 08:00:00
King's Park,192.16666666666666,0.6666666666666666,177.83333333333334,2024-01-30 09:00:00
King's Park,339.1666666666667,3.1666666666666665,324.5,2024-01-30 10:00:00
King's Park,344.5,2.0,344.3333333333333,2024-01-30 11:00:00
King's Park,358.5,3.1666666666666665,322.6666666666667,2024-01-30 12:00:00
King's Park,275.5,0.8333333333333334,257.3333333333333,2024-01-30 13:00:00
King's Park,250.83333333333334,0.5,245.5,2024-01-30 14:00:00
King's Park,144.0,0.16666666666666666,138.16666666666666,2024-01-30 15:00:00
King's Park,74.5,0.0,73.5,2024-01-30 16:00:00
King's Park,19.666666666666668,0.0,19.5,2024-01-30 17:00:00
King's Park,0.5,0.0,0.8333333333333334,2024-01-30 18:00:00
King's Park,0.0,0.0,0.0,2024-01-30 19:00:00
King's Park,0.0,0.0,0.0,2024-01-30 20:00:00
King's Park,0.0,0.0,0.0,2024-01-30 21:00:00
King's Park,0.0,0.0,0.0,2024-01-30 22:00:00
King's Park,0.0,0.0,0.0,2024-01-30 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-31 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-31 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-31 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-31 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-31 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-31 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-31 06:00:00
Kau Sai Chau,7.833333333333333,0.0,7.5,2024-01-31 07:00:00
Kau Sai Chau,17.166666666666668,0.0,16.333333333333332,2024-01-31 08:00:00
Kau Sai Chau,36.833333333333336,0.0,36.0,2024-01-31 09:00:00
Kau Sai Chau,56.166666666666664,0.0,55.0,2024-01-31 10:00:00
Kau Sai Chau,104.33333333333333,0.0,101.66666666666667,2024-01-31 11:00:00
Kau Sai Chau,90.0,0.0,87.5,2024-01-31 12:00:00
Kau Sai Chau,73.16666666666667,0.0,71.5,2024-01-31 13:00:00
Kau Sai Chau,75.66666666666667,0.0,73.5,2024-01-31 14:00:00
Kau Sai Chau,49.666666666666664,0.0,48.333333333333336,2024-01-31 15:00:00
Kau Sai Chau,22.166666666666668,0.0,21.333333333333332,2024-01-31 16:00:00
Kau Sai Chau,5.333333333333333,0.0,5.0,2024-01-31 17:00:00
Kau Sai Chau,0.16666666666666666,0.0,0.0,2024-01-31 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-31 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-31 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-31 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-31 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-31 23:00:00
King's Park,0.0,0.0,0.0,2024-01-31 00:00:00
King's Park,0.0,0.0,0.0,2024-01-31 01:00:00
King's Park,0.0,0.0,0.0,2024-01-31 02:00:00
King's Park,0.0,0.0,0.0,2024-01-31 03:00:00
King's Park,0.0,0.0,0.0,2024-01-31 04:00:00
King's Park,0.0,0.0,0.0,2024-01-31 05:00:00
King's Park,0.0,0.0,0.0,2024-01-31 06:00:00
King's Park,11.0,0.0,10.0,2024-01-31 07:00:00
King's Park,48.0,0.0,42.166666666666664,2024-01-31 08:00:00
King's Park,58.0,0.0,57.833333333333336,2024-01-31 09:00:00
King's Park,88.33333333333333,0.16666666666666666,83.0,2024-01-31 10:00:00
King's Park,231.0,0.8333333333333334,200.16666666666666,2024-01-31 11:00:00
King's Park,197.66666666666666,0.6666666666666666,182.5,2024-01-31 12:00:00
King's Park,192.0,0.5,203.0,2024-01-31 13:00:00
King's Park,258.8333333333333,0.6666666666666666,237.0,2024-01-31 14:00:00
King's Park,132.33333333333334,0.16666666666666666,114.5,2024-01-31 15:00:00
King's Park,98.66666666666667,0.16666666666666666,93.33333333333333,2024-01-31 16:00:00
King's Park,21.5,0.0,22.0,2024-01-31 17:00:00
King's Park,0.8333333333333334,0.0,1.0,2024-01-31 18:00:00
King's Park,0.0,0.0,0.0,2024-01-31 19:00:00
King's Park,0.0,0.0,0.0,2024-01-31 20:00:00
King's Park,0.0,0.0,0.0,2024-01-31 21:00:00
King's Park,0.0,0.0,0.0,2024-01-31 22:00:00
King's Park,0.0,0.0,0.0,2024-01-31 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-01 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-01 01:00:00
Kau Sai Chau,0.0,0.0,0.16666666666666666,2024-02-01 02:00:00
Kau Sai Chau,0.16666666666666666,0.0,0.16666666666666666,2024-02-01 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-01 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-01 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-01 06:00:00
Kau Sai Chau,8.0,0.0,7.5,2024-02-01 07:00:00
Kau Sai Chau,52.666666666666664,0.0,51.833333333333336,2024-02-01 08:00:00
Kau Sai Chau,92.66666666666667,0.0,90.5,2024-02-01 09:00:00
Kau Sai Chau,100.83333333333333,0.0,98.5,2024-02-01 10:00:00
Kau Sai Chau,241.66666666666666,0.6666666666666666,236.66666666666666,2024-02-01 11:00:00
Kau Sai Chau,273.5,1.1666666666666667,266.6666666666667,2024-02-01 12:00:00
Kau Sai Chau,424.1666666666667,8.666666666666666,404.8333333333333,2024-02-01 13:00:00
Kau Sai Chau,592.8333333333334,429.8333333333333,302.3333333333333,2024-02-01 14:00:00
Kau Sai Chau,498.5,477.5,223.83333333333334,2024-02-01 15:00:00
Kau Sai Chau,329.0,317.8333333333333,208.0,2024-02-01 16:00:00
Kau Sai Chau,107.66666666666667,142.66666666666666,77.33333333333333,2024-02-01 17:00:00
Kau Sai Chau,3.1666666666666665,0.0,3.3333333333333335,2024-02-01 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-01 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-01 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-01 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-01 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-01 23:00:00
King's Park,0.0,0.0,0.0,2024-02-01 00:00:00
King's Park,0.0,0.0,0.0,2024-02-01 01:00:00
King's Park,0.0,0.0,0.0,2024-02-01 02:00:00
King's Park,0.0,0.0,0.0,2024-02-01 03:00:00
King's Park,0.0,0.0,0.0,2024-02-01 04:00:00
King's Park,0.0,0.0,0.0,2024-02-01 05:00:00
King's Park,0.0,0.0,0.0,2024-02-01 06:00:00
King's Park,19.666666666666668,0.0,17.5,2024-02-01 07:00:00
King's Park,98.16666666666667,0.3333333333333333,94.33333333333333,2024-02-01 08:00:00
King's Park,188.66666666666666,0.8333333333333334,183.83333333333334,2024-02-01 09:00:00
King's Park,238.0,0.3333333333333333,228.33333333333334,2024-02-01 10:00:00
King's Park,545.1666666666666,167.83333333333334,412.3333333333333,2024-02-01 11:00:00
King's Park,599.8333333333334,324.3333333333333,370.6666666666667,2024-02-01 12:00:00
King's Park,589.5,373.1666666666667,261.5,2024-02-01 13:00:00
King's Park,243.16666666666666,40.333333333333336,205.83333333333334,2024-02-01 14:00:00
King's Park,462.3333333333333,380.0,214.16666666666666,2024-02-01 15:00:00
King's Park,206.33333333333334,196.16666666666666,123.5,2024-02-01 16:00:00
King's Park,107.16666666666667,188.66666666666666,71.16666666666667,2024-02-01 17:00:00
King's Park,2.3333333333333335,0.0,3.3333333333333335,2024-02-01 18:00:00
King's Park,0.0,0.0,0.0,2024-02-01 19:00:00
King's Park,0.0,0.0,0.0,2024-02-01 20:00:00
King's Park,0.0,0.0,0.0,2024-02-01 21:00:00
King's Park,0.0,0.0,0.0,2024-02-01 22:00:00
King's Park,0.0,0.0,0.0,2024-02-01 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-02 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-02 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-02 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-02 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-02 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-02 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-02 06:00:00
Kau Sai Chau,42.166666666666664,34.333333333333336,33.166666666666664,2024-02-02 07:00:00
Kau Sai Chau,206.83333333333334,185.16666666666666,134.0,2024-02-02 08:00:00
Kau Sai Chau,362.0,323.1666666666667,194.0,2024-02-02 09:00:00
Kau Sai Chau,643.1666666666666,698.8333333333334,196.66666666666666,2024-02-02 10:00:00
Kau Sai Chau,556.6666666666666,258.1666666666667,359.6666666666667,2024-02-02 11:00:00
Kau Sai Chau,744.6666666666666,594.5,270.8333333333333,2024-02-02 12:00:00
Kau Sai Chau,835.1666666666666,718.6666666666666,273.0,2024-02-02 13:00:00
Kau Sai Chau,504.1666666666667,284.5,293.1666666666667,2024-02-02 14:00:00
Kau Sai Chau,178.5,0.5,175.5,2024-02-02 15:00:00
Kau Sai Chau,128.5,8.833333333333334,123.33333333333333,2024-02-02 16:00:00
Kau Sai Chau,31.5,0.0,31.166666666666668,2024-02-02 17:00:00
Kau Sai Chau,1.3333333333333333,0.0,1.6666666666666667,2024-02-02 18:00:00
Kau Sai Chau,0.16666666666666666,0.0,0.0,2024-02-02 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-02 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-02 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-02 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-02 23:00:00
King's Park,0.0,0.0,0.0,2024-02-02 00:00:00
King's Park,0.0,0.0,0.0,2024-02-02 01:00:00
King's Park,0.0,0.0,0.0,2024-02-02 02:00:00
King's Park,0.0,0.0,0.0,2024-02-02 03:00:00
King's Park,0.0,0.0,0.0,2024-02-02 04:00:00
King's Park,0.0,0.0,0.0,2024-02-02 05:00:00
King's Park,0.0,0.0,0.0,2024-02-02 06:00:00
King's Park,26.333333333333332,0.0,23.333333333333332,2024-02-02 07:00:00
King's Park,189.33333333333334,239.83333333333334,101.33333333333333,2024-02-02 08:00:00
King's Park,444.6666666666667,673.8333333333334,112.16666666666667,2024-02-02 09:00:00
King's Park,637.3333333333334,742.5,151.16666666666666,2024-02-02 10:00:00
King's Park,746.6666666666666,765.0,172.16666666666666,2024-02-02 11:00:00
King's Park,799.6666666666666,782.1666666666666,178.83333333333334,2024-02-02 12:00:00
King's Park,769.6666666666666,750.0,189.16666666666666,2024-02-02 13:00:00
King's Park,639.6666666666666,725.6666666666666,185.5,2024-02-02 14:00:00
King's Park,254.66666666666666,103.66666666666667,181.66666666666666,2024-02-02 15:00:00
King's Park,138.0,10.5,128.66666666666666,2024-02-02 16:00:00
King's Park,52.166666666666664,0.0,51.5,2024-02-02 17:00:00
King's Park,1.1666666666666667,0.0,1.6666666666666667,2024-02-02 18:00:00
King's Park,0.0,0.0,0.16666666666666666,2024-02-02 19:00:00
King's Park,0.0,0.0,0.0,2024-02-02 20:00:00
King's Park,0.0,0.0,0.0,2024-02-02 21:00:00
King's Park,0.0,0.0,0.0,2024-02-02 22:00:00
King's Park,0.0,0.0,0.0,2024-02-02 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-03 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-03 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-03 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-03 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-03 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-03 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-03 06:00:00
Kau Sai Chau,4.666666666666667,0.0,4.166666666666667,2024-02-03 07:00:00
Kau Sai Chau,24.0,0.0,23.5,2024-02-03 08:00:00
Kau Sai Chau,62.333333333333336,0.0,60.833333333333336,2024-02-03 09:00:00
Kau Sai Chau,132.83333333333334,0.0,130.33333333333334,2024-02-03 10:00:00
Kau Sai Chau,224.83333333333334,0.16666666666666666,220.33333333333334,2024-02-03 11:00:00
Kau Sai Chau,255.0,0.8333333333333334,249.0,2024-02-03 12:00:00
Kau Sai Chau,332.6666666666667,1.5,324.6666666666667,2024-02-03 13:00:00
Kau Sai Chau,333.1666666666667,2.6666666666666665,325.3333333333333,2024-02-03 14:00:00
Kau Sai Chau,204.16666666666666,0.8333333333333334,201.0,2024-02-03 15:00:00
Kau Sai Chau,121.66666666666667,0.0,120.0,2024-02-03 16:00:00
Kau Sai Chau,36.833333333333336,0.0,36.5,2024-02-03 17:00:00
Kau Sai Chau,0.8333333333333334,0.0,0.8333333333333334,2024-02-03 18:00:00
Kau Sai Chau,0.4166666666666667,0.0,0.4166666666666667,2024-02-03 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-03 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-03 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-03 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-03 23:00:00
King's Park,0.0,0.0,0.0,2024-02-03 00:00:00
King's Park,0.0,0.0,0.0,2024-02-03 01:00:00
King's Park,0.0,0.0,0.0,2024-02-03 02:00:00
King's Park,0.0,0.0,0.0,2024-02-03 03:00:00
King's Park,0.0,0.0,0.0,2024-02-03 04:00:00
King's Park,0.0,0.0,0.0,2024-02-03 05:00:00
King's Park,0.0,0.0,0.0,2024-02-03 06:00:00
King's Park,8.166666666666666,0.0,6.0,2024-02-03 07:00:00
King's Park,48.833333333333336,0.0,44.0,2024-02-03 08:00:00
King's Park,112.0,0.3333333333333333,99.66666666666667,2024-02-03 09:00:00
King's Park,262.5,1.3333333333333333,254.16666666666666,2024-02-03 10:00:00
King's Park,482.5,19.0,447.8333333333333,2024-02-03 11:00:00
King's Park,651.3333333333334,152.0,491.8333333333333,2024-02-03 12:00:00
King's Park,548.0,209.33333333333334,351.0,2024-02-03 13:00:00
King's Park,617.3333333333334,403.8333333333333,284.3333333333333,2024-02-03 14:00:00
King's Park,302.5,106.66666666666667,248.66666666666666,2024-02-03 15:00:00
King's Park,263.8333333333333,256.3333333333333,149.66666666666666,2024-02-03 16:00:00
King's Park,42.333333333333336,0.0,41.833333333333336,2024-02-03 17:00:00
King's Park,1.0,0.0,1.5,2024-02-03 18:00:00
King's Park,0.0,0.0,0.0,2024-02-03 19:00:00
King's Park,0.0,0.0,0.0,2024-02-03 20:00:00
King's Park,0.0,0.0,0.0,2024-02-03 21:00:00
King's Park,0.0,0.0,0.0,2024-02-03 22:00:00
King's Park,0.0,0.0,0.0,2024-02-03 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-04 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-04 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-04 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-04 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-04 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-04 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-04 06:00:00
Kau Sai Chau,2.6666666666666665,0.0,2.6666666666666665,2024-02-04 07:00:00
Kau Sai Chau,17.166666666666668,0.0,17.333333333333332,2024-02-04 08:00:00
Kau Sai Chau,26.333333333333332,0.0,26.0,2024-02-04 09:00:00
Kau Sai Chau,66.33333333333333,0.0,65.16666666666667,2024-02-04 10:00:00
Kau Sai Chau,96.83333333333333,0.0,94.83333333333333,2024-02-04 11:00:00
Kau Sai Chau,114.33333333333333,0.0,111.66666666666667,2024-02-04 12:00:00
Kau Sai Chau,110.5,0.0,107.66666666666667,2024-02-04 13:00:00
Kau Sai Chau,113.16666666666667,0.16666666666666666,111.16666666666667,2024-02-04 14:00:00
Kau Sai Chau,76.83333333333333,0.0,75.5,2024-02-04 15:00:00
Kau Sai Chau,49.333333333333336,0.0,48.5,2024-02-04 16:00:00
Kau Sai Chau,20.333333333333332,0.0,19.833333333333332,2024-02-04 17:00:00
Kau Sai Chau,1.3333333333333333,0.0,1.3333333333333333,2024-02-04 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-04 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-04 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-04 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-04 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-04 23:00:00
King's Park,0.0,0.0,0.0,2024-02-04 00:00:00
King's Park,0.0,0.0,0.0,2024-02-04 01:00:00
King's Park,0.0,0.0,0.0,2024-02-04 02:00:00
King's Park,0.0,0.0,0.0,2024-02-04 03:00:00
King's Park,0.0,0.0,0.0,2024-02-04 04:00:00
King's Park,0.0,0.0,0.0,2024-02-04 05:00:00
King's Park,0.0,0.0,0.0,2024-02-04 06:00:00
King's Park,10.166666666666666,0.0,9.0,2024-02-04 07:00:00
King's Park,68.5,0.0,63.333333333333336,2024-02-04 08:00:00
King's Park,71.16666666666667,0.0,62.333333333333336,2024-02-04 09:00:00
King's Park,75.5,0.0,73.5,2024-02-04 10:00:00
King's Park,143.0,0.3333333333333333,129.0,2024-02-04 11:00:00
King's Park,353.6666666666667,2.3333333333333335,317.0,2024-02-04 12:00:00
King's Park,261.8333333333333,0.6666666666666666,254.83333333333334,2024-02-04 13:00:00
King's Park,218.16666666666666,1.0,194.66666666666666,2024-02-04 14:00:00
King's Park,132.83333333333334,0.0,128.66666666666666,2024-02-04 15:00:00
King's Park,108.5,0.16666666666666666,108.5,2024-02-04 16:00:00
King's Park,33.666666666666664,0.0,34.166666666666664,2024-02-04 17:00:00
King's Park,2.3333333333333335,0.0,2.5,2024-02-04 18:00:00
King's Park,0.0,0.0,0.0,2024-02-04 19:00:00
King's Park,0.0,0.0,0.0,2024-02-04 20:00:00
King's Park,0.0,0.0,0.0,2024-02-04 21:00:00
King's Park,0.0,0.0,0.0,2024-02-04 22:00:00
King's Park,0.0,0.0,0.0,2024-02-04 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-05 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-05 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-05 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-05 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-05 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-05 05:00:00
Kau Sai Chau,0.16666666666666666,0.0,0.16666666666666666,2024-02-05 06:00:00
Kau Sai Chau,9.166666666666666,0.0,8.333333333333334,2024-02-05 07:00:00
Kau Sai Chau,38.5,0.0,37.833333333333336,2024-02-05 08:00:00
Kau Sai Chau,65.33333333333333,0.0,64.16666666666667,2024-02-05 09:00:00
Kau Sai Chau,125.66666666666667,0.0,123.5,2024-02-05 10:00:00
Kau Sai Chau,325.8333333333333,8.166666666666666,313.1666666666667,2024-02-05 11:00:00
Kau Sai Chau,426.5,15.666666666666666,403.5,2024-02-05 12:00:00
Kau Sai Chau,301.6666666666667,1.8333333333333333,295.0,2024-02-05 13:00:00
Kau Sai Chau,200.66666666666666,0.6666666666666666,197.33333333333334,2024-02-05 14:00:00
Kau Sai Chau,151.16666666666666,0.0,148.83333333333334,2024-02-05 15:00:00
Kau Sai Chau,91.83333333333333,0.0,90.5,2024-02-05 16:00:00
Kau Sai Chau,36.0,0.0,35.5,2024-02-05 17:00:00
Kau Sai Chau,1.3333333333333333,0.0,1.3333333333333333,2024-02-05 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-05 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-05 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-05 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-05 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-02-05 23:00:00
King's Park,0.0,0.0,0.0,2024-02-05 00:00:00
King's Park,0.0,0.0,0.0,2024-02-05 01:00:00
King's Park,0.0,0.0,0.0,2024-02-05 02:00:00
King's Park,0.0,0.0,0.0,2024-02-05 03:00:00
King's Park,0.0,0.0,0.0,2024-02-05 04:00:00
King's Park,0.0,0.0,0.0,2024-02-05 05:00:00
King's Park,0.0,0.0,0.0,2024-02-05 06:00:00
King's Park,18.5,0.0,16.833333333333332,2024-02-05 07:00:00
King's Park,33.833333333333336,0.0,32.166666666666664,2024-02-05 08:00:00
King's Park,53.5,0.16666666666666666,47.333333333333336,2024-02-05 09:00:00
King's Park,154.83333333333334,0.5,131.16666666666666,2024-02-05 10:00:00
King's Park,310.0,1.5,293.6666666666667,2024-02-05 11:00:00
King's Park,390.6666666666667,1.5,362.1666666666667,2024-02-05 12:00:00
King's Park,253.33333333333334,0.5,240.83333333333334,2024-02-05 13:00:00
King's Park,232.33333333333334,0.6666666666666666,219.66666666666666,2024-02-05 14:00:00
King's Park,135.66666666666666,0.0,132.5,2024-02-05 15:00:00
King's Park,82.66666666666667,0.0,78.5,2024-02-05 16:00:00
King's Park,83.33333333333333,57.5,70.83333333333333,2024-02-05 17:00:00
King's Park,3.0,0.0,3.8333333333333335,2024-02-05 18:00:00
King's Park,0.0,0.0,0.0,2024-02-05 19:00:00
King's Park,0.0,0.0,0.0,2024-02-05 20:00:00
