date,time,irn_version,segments
2025-03-01,03:15:00,20221210,
2025-03-01,03:17:00,20221210,
2025-03-01,03:19:00,20221210,
2025-03-01,03:21:00,20221210,
2025-03-01,03:23:00,20221210,
2025-03-01,03:25:00,20221210,
2025-03-01,03:27:00,20221210,
2025-03-01,03:29:00,20221210,
2025-03-01,03:31:00,20221210,
2025-03-01,03:33:00,20221210,
2025-03-01,03:35:00,20221210,
2025-03-01,03:37:00,20221210,
2025-03-01,03:39:00,20221210,
2025-03-01,03:41:00,20221210,
2025-03-01,03:43:00,20221210,
2025-03-01,03:45:00,20221210,
2025-03-01,03:47:00,20221210,
2025-03-01,03:49:00,20221210,
2025-03-01,03:51:00,20221210,
2025-03-01,03:53:00,20221210,
2025-03-01,03:55:00,20221210,
2025-03-01,03:57:00,20221210,
2025-03-01,03:59:00,20221210,
2025-03-01,04:01:00,20221210,
2025-03-01,04:03:00,20221210,
2025-03-01,04:05:00,20221210,
2025-03-01,04:07:00,20221210,
2025-03-01,04:09:00,20221210,
2025-03-01,04:11:00,20221210,
2025-03-01,04:13:00,20221210,
2025-03-01,04:11:00,20221210,
2025-03-01,04:15:00,20221210,
2025-03-01,04:17:00,20221210,
2025-03-01,04:19:00,20221210,
2025-03-01,04:21:00,20221210,
2025-03-01,04:23:00,20221210,
2025-03-01,04:25:00,20221210,
2025-03-01,04:27:00,20221210,
2025-03-01,04:29:00,20221210,
2025-03-01,04:31:00,20221210,
2025-03-01,04:33:00,20221210,
2025-03-01,04:35:00,20221210,
2025-03-01,04:37:00,20221210,
2025-03-01,04:39:00,20221210,
2025-03-01,04:41:00,20221210,
2025-03-01,04:43:00,20221210,
2025-03-01,04:45:00,20221210,
2025-03-01,04:47:00,20221210,
2025-03-01,04:49:00,20221210,
2025-03-01,04:51:00,20221210,
2025-03-01,04:53:00,20221210,
2025-03-01,04:55:00,20221210,
2025-03-01,04:57:00,20221210,
2025-03-01,04:59:00,20221210,
2025-03-01,05:01:00,20221210,
2025-03-01,05:03:00,20221210,
2025-03-01,05:05:00,20221210,
2025-03-01,05:07:00,20221210,
2025-03-01,05:09:00,20221210,
2025-03-01,05:13:00,20221210,
2025-03-01,05:15:00,20221210,
2025-03-01,05:17:00,20221210,
2025-03-01,05:19:00,20221210,
2025-03-01,05:21:00,20221210,
2025-03-01,05:23:00,20221210,
2025-03-01,05:21:00,20221210,
2025-03-01,05:25:00,20221210,
2025-03-01,05:29:00,20221210,
2025-03-01,05:31:00,20221210,
2025-03-01,05:33:00,20221210,
2025-03-01,05:35:00,20221210,
2025-03-01,05:37:00,20221210,
2025-03-01,05:35:00,20221210,
2025-03-01,05:37:00,20221210,
2025-03-01,05:39:00,20221210,
2025-03-01,05:41:00,20221210,
2025-03-01,05:45:00,20221210,
2025-03-01,05:47:00,20221210,
2025-03-01,05:49:00,20221210,
2025-03-01,05:51:00,20221210,
2025-03-01,05:53:00,20221210,
2025-03-01,05:55:00,20221210,
2025-03-01,05:57:00,20221210,
2025-03-01,05:59:00,20221210,
2025-03-01,06:01:00,20221210,
2025-03-01,06:03:00,20221210,
2025-03-01,06:05:00,20221210,
2025-03-01,06:09:00,20221210,
2025-03-01,06:11:00,20221210,
2025-03-01,06:13:00,20221210,
2025-03-01,06:15:00,20221210,
2025-03-01,06:17:00,20221210,
2025-03-01,06:19:00,20221210,
2025-03-01,06:21:00,20221210,
2025-03-01,06:19:00,20221210,
2025-03-01,06:23:00,20221210,
2025-03-01,06:25:00,20221210,
2025-03-01,06:27:00,20221210,
2025-03-01,06:29:00,20221210,
2025-03-01,06:33:00,20221210,
2025-03-01,06:31:00,20221210,
2025-03-01,06:33:00,20221210,
2025-03-01,06:35:00,20221210,
2025-03-01,06:37:00,20221210,
2025-03-01,06:39:00,20221210,
2025-03-01,06:41:00,20221210,
2025-03-01,06:39:00,20221210,
2025-03-01,06:43:00,20221210,
2025-03-01,06:45:00,20221210,
2025-03-01,06:49:00,20221210,
2025-03-01,06:51:00,20221210,
2025-03-01,06:53:00,20221210,
2025-03-01,06:55:00,20221210,
2025-03-01,06:57:00,20221210,
2025-03-01,06:55:00,20221210,
2025-03-01,07:01:00,20221210,
2025-03-01,07:03:00,20221210,
2025-03-01,07:05:00,20221210,
2025-03-01,07:07:00,20221210,
2025-03-01,07:09:00,20221210,
2025-03-01,07:11:00,20221210,
2025-03-01,07:09:00,20221210,
2025-03-01,07:13:00,20221210,
2025-03-01,07:15:00,20221210,
2025-03-01,07:17:00,20221210,
2025-03-01,07:19:00,20221210,
2025-03-01,07:23:00,20221210,
2025-03-01,07:25:00,20221210,
2025-03-01,07:27:00,20221210,
2025-03-01,07:25:00,20221210,
2025-03-01,07:29:00,20221210,
2025-03-01,07:31:00,20221210,
2025-03-01,07:33:00,20221210,
2025-03-01,07:35:00,20221210,
2025-03-01,07:37:00,20221210,
2025-03-01,07:39:00,20221210,
2025-03-01,07:41:00,20221210,
2025-03-01,07:43:00,20221210,
2025-03-01,07:41:00,20221210,
2025-03-01,07:45:00,20221210,
2025-03-01,07:47:00,20221210,
2025-03-01,07:49:00,20221210,
2025-03-01,07:51:00,20221210,
2025-03-01,07:53:00,20221210,
2025-03-01,07:55:00,20221210,
2025-03-01,07:57:00,20221210,
2025-03-01,07:59:00,20221210,
2025-03-01,08:01:00,20221210,
2025-03-01,08:03:00,20221210,
2025-03-01,08:05:00,20221210,
2025-03-01,08:07:00,20221210,
2025-03-01,08:09:00,20221210,
2025-03-01,08:13:00,20221210,
2025-03-01,08:15:00,20221210,
2025-03-01,08:17:00,20221210,
2025-03-01,08:19:00,20221210,
2025-03-01,08:21:00,20221210,
2025-03-01,08:23:00,20221210,
2025-03-01,08:25:00,20221210,
2025-03-01,08:27:00,20221210,
2025-03-01,08:29:00,20221210,
2025-03-01,08:31:00,20221210,
2025-03-01,08:33:00,20221210,
2025-03-01,08:31:00,20221210,
2025-03-01,08:35:00,20221210,
2025-03-01,08:37:00,20221210,
2025-03-01,08:39:00,20221210,
2025-03-01,08:41:00,20221210,
2025-03-01,08:43:00,20221210,
2025-03-01,08:45:00,20221210,
2025-03-01,08:47:00,20221210,
2025-03-01,08:49:00,20221210,
2025-03-01,08:51:00,20221210,
2025-03-01,08:53:00,20221210,
2025-03-01,08:55:00,20221210,
2025-03-01,08:57:00,20221210,
2025-03-01,08:59:00,20221210,
2025-03-01,09:03:00,20221210,
2025-03-01,09:05:00,20221210,
2025-03-01,09:07:00,20221210,
2025-03-01,09:09:00,20221210,
2025-03-01,09:11:00,20221210,
2025-03-01,09:09:00,20221210,
2025-03-01,09:11:00,20221210,
2025-03-01,09:13:00,20221210,
2025-03-01,09:15:00,20221210,
2025-03-01,09:19:00,20221210,
2025-03-01,09:23:00,20221210,
2025-03-01,09:25:00,20221210,
2025-03-01,09:27:00,20221210,
2025-03-01,09:29:00,20221210,
2025-03-01,09:31:00,20221210,
2025-03-01,09:33:00,20221210,
2025-03-01,09:35:00,20221210,
2025-03-01,09:37:00,20221210,
2025-03-01,09:39:00,20221210,
2025-03-01,09:41:00,20221210,
2025-03-01,09:43:00,20221210,
2025-03-01,09:45:00,20221210,
2025-03-01,09:49:00,20221210,
2025-03-01,09:51:00,20221210,
2025-03-01,09:53:00,20221210,
2025-03-01,09:55:00,20221210,
2025-03-01,09:57:00,20221210,
2025-03-01,09:59:00,20221210,
2025-03-01,10:01:00,20221210,
2025-03-01,10:03:00,20221210,
2025-03-01,10:05:00,20221210,
2025-03-01,10:09:00,20221210,
2025-03-01,10:07:00,20221210,
2025-03-01,10:09:00,20221210,
2025-03-01,10:11:00,20221210,
2025-03-01,10:13:00,20221210,
2025-03-01,10:15:00,20221210,
2025-03-01,10:17:00,20221210,
2025-03-01,10:19:00,20221210,
2025-03-01,10:21:00,20221210,
2025-03-01,10:23:00,20221210,
2025-03-01,10:25:00,20221210,
2025-03-01,10:27:00,20221210,
2025-03-01,10:29:00,20221210,
2025-03-01,10:31:00,20221210,
2025-03-01,10:33:00,20221210,
2025-03-01,10:35:00,20221210,
2025-03-01,10:37:00,20221210,
2025-03-01,10:35:00,20221210,
2025-03-01,10:39:00,20221210,
2025-03-01,10:41:00,20221210,
2025-03-01,10:39:00,20221210,
2025-03-01,10:41:00,20221210,
2025-03-01,10:45:00,20221210,
2025-03-01,10:47:00,20221210,
2025-03-01,10:51:00,20221210,
2025-03-01,10:53:00,20221210,
2025-03-01,10:55:00,20221210,
2025-03-01,10:59:00,20221210,
2025-03-01,11:01:00,20221210,
2025-03-01,10:59:00,20221210,
2025-03-01,11:03:00,20221210,
2025-03-01,11:05:00,20221210,
2025-03-01,11:07:00,20221210,
2025-03-01,11:05:00,20221210,
2025-03-01,11:09:00,20221210,
2025-03-01,11:11:00,20221210,
2025-03-01,11:13:00,20221210,
2025-03-01,11:15:00,20221210,
2025-03-01,11:17:00,20221210,
2025-03-01,11:19:00,20221210,
2025-03-01,11:21:00,20221210,
2025-03-01,11:23:00,20221210,
2025-03-01,11:25:00,20221210,
2025-03-01,11:27:00,20221210,
2025-03-01,11:29:00,20221210,
2025-03-01,11:31:00,20221210,
2025-03-01,11:33:00,20221210,
2025-03-01,11:35:00,20221210,
2025-03-01,11:37:00,20221210,
2025-03-01,11:39:00,20221210,
2025-03-01,11:41:00,20221210,
2025-03-01,11:43:00,20221210,
2025-03-01,11:45:00,20221210,
2025-03-01,11:47:00,20221210,
2025-03-01,11:45:00,20221210,
2025-03-01,11:47:00,20221210,
2025-03-01,11:49:00,20221210,
2025-03-01,11:53:00,20221210,
2025-03-01,11:55:00,20221210,
2025-03-01,11:57:00,20221210,
2025-03-01,11:59:00,20221210,
2025-03-01,12:01:00,20221210,
2025-03-01,12:03:00,20221210,
2025-03-01,12:05:00,20221210,
2025-03-01,12:07:00,20221210,
2025-03-01,12:09:00,20221210,
2025-03-01,12:13:00,20221210,
2025-03-01,12:15:00,20221210,
2025-03-01,12:17:00,20221210,
2025-03-01,12:19:00,20221210,
2025-03-01,12:21:00,20221210,
2025-03-01,12:19:00,20221210,
2025-03-01,12:21:00,20221210,
2025-03-01,12:23:00,20221210,
2025-03-01,12:25:00,20221210,
2025-03-01,12:27:00,20221210,
2025-03-01,12:29:00,20221210,
2025-03-01,12:31:00,20221210,
2025-03-01,12:33:00,20221210,
2025-03-01,12:35:00,20221210,
2025-03-01,12:37:00,20221210,
2025-03-01,12:39:00,20221210,
2025-03-01,12:41:00,20221210,
2025-03-01,12:43:00,20221210,
2025-03-01,12:45:00,20221210,
2025-03-01,12:47:00,20221210,
2025-03-01,12:49:00,20221210,
2025-03-01,12:51:00,20221210,
2025-03-01,12:53:00,20221210,
2025-03-01,12:55:00,20221210,
2025-03-01,12:57:00,20221210,
2025-03-01,12:59:00,20221210,
2025-03-01,13:01:00,20221210,
2025-03-01,13:03:00,20221210,
2025-03-01,13:05:00,20221210,
2025-03-01,13:07:00,20221210,
2025-03-01,13:09:00,20221210,
2025-03-01,13:11:00,20221210,
2025-03-01,13:13:00,20221210,
2025-03-01,13:15:00,20221210,
2025-03-01,13:17:00,20221210,
2025-03-01,13:19:00,20221210,
2025-03-01,13:23:00,20221210,
2025-03-01,13:25:00,20221210,
2025-03-01,13:27:00,20221210,
2025-03-01,13:29:00,20221210,
2025-03-01,13:31:00,20221210,
2025-03-01,13:33:00,20221210,
2025-03-01,13:35:00,20221210,
2025-03-01,13:37:00,20221210,
2025-03-01,13:39:00,20221210,
2025-03-01,13:41:00,20221210,
2025-03-01,13:43:00,20221210,
2025-03-01,13:45:00,20221210,
2025-03-01,13:47:00,20221210,
2025-03-01,13:49:00,20221210,
2025-03-01,13:51:00,20221210,
2025-03-01,13:53:00,20221210,
2025-03-01,13:55:00,20221210,
2025-03-01,13:57:00,20221210,
2025-03-01,13:59:00,20221210,
2025-03-01,14:01:00,20221210,
2025-03-01,14:03:00,20221210,
2025-03-01,14:05:00,20221210,
2025-03-01,14:07:00,20221210,
2025-03-01,14:09:00,20221210,
2025-03-01,14:11:00,20221210,
2025-03-01,14:09:00,20221210,
2025-03-01,14:13:00,20221210,
2025-03-01,14:11:00,20221210,
2025-03-01,14:13:00,20221210,
2025-03-01,14:15:00,20221210,
2025-03-01,14:17:00,20221210,
2025-03-01,14:19:00,20221210,
2025-03-01,14:21:00,20221210,
2025-03-01,14:23:00,20221210,
2025-03-01,14:21:00,20221210,
2025-03-01,14:23:00,20221210,
2025-03-01,14:25:00,20221210,
2025-03-01,14:29:00,20221210,
2025-03-01,14:31:00,20221210,
2025-03-01,14:35:00,20221210,
2025-03-01,14:37:00,20221210,
2025-03-01,14:39:00,20221210,
2025-03-01,14:43:00,20221210,
2025-03-01,14:45:00,20221210,
2025-03-01,14:47:00,20221210,
2025-03-01,14:49:00,20221210,
2025-03-01,14:51:00,20221210,
2025-03-01,14:53:00,20221210,
2025-03-01,14:55:00,20221210,
2025-03-01,14:59:00,20221210,
2025-03-01,15:03:00,20221210,
2025-03-01,15:05:00,20221210,
2025-03-01,15:07:00,20221210,
2025-03-01,15:09:00,20221210,
2025-03-01,15:11:00,20221210,
2025-03-01,15:15:00,20221210,
2025-03-01,15:17:00,20221210,
2025-03-01,15:19:00,20221210,
2025-03-01,15:21:00,20221210,
2025-03-01,15:23:00,20221210,
2025-03-01,15:25:00,20221210,
2025-03-01,15:27:00,20221210,
2025-03-01,15:29:00,20221210,
2025-03-01,15:31:00,20221210,
2025-03-01,15:33:00,20221210,
2025-03-01,15:31:00,20221210,
2025-03-01,15:35:00,20221210,
2025-03-01,15:37:00,20221210,
2025-03-01,15:39:00,20221210,
2025-03-01,15:41:00,20221210,
2025-03-01,15:43:00,20221210,
2025-03-01,15:45:00,20221210,
2025-03-01,15:47:00,20221210,
2025-03-01,15:49:00,20221210,
2025-03-01,15:51:00,20221210,
2025-03-01,15:53:00,20221210,
2025-03-01,15:55:00,20221210,
2025-03-01,15:57:00,20221210,
2025-03-01,15:59:00,20221210,
2025-03-01,16:01:00,20221210,
2025-03-01,16:03:00,20221210,
2025-03-01,16:05:00,20221210,
2025-03-01,16:07:00,20221210,
2025-03-01,16:09:00,20221210,
2025-03-01,16:11:00,20221210,
2025-03-01,16:13:00,20221210,
2025-03-01,16:11:00,20221210,
2025-03-01,16:15:00,20221210,
2025-03-01,16:19:00,20221210,
2025-03-01,16:21:00,20221210,
2025-03-01,16:19:00,20221210,
2025-03-01,16:23:00,20221210,
2025-03-01,16:25:00,20221210,
2025-03-01,16:27:00,20221210,
2025-03-01,16:25:00,20221210,
2025-03-01,16:27:00,20221210,
2025-03-01,16:29:00,20221210,
2025-03-01,16:31:00,20221210,
2025-03-01,16:33:00,20221210,
2025-03-01,16:35:00,20221210,
2025-03-01,16:37:00,20221210,
2025-03-01,16:39:00,20221210,
2025-03-01,16:41:00,20221210,
2025-03-01,16:45:00,20221210,
2025-03-01,16:47:00,20221210,
2025-03-01,16:49:00,20221210,
2025-03-01,16:51:00,20221210,
2025-03-01,16:53:00,20221210,
2025-03-01,16:55:00,20221210,
2025-03-01,16:57:00,20221210,
2025-03-01,16:55:00,20221210,
2025-03-01,16:59:00,20221210,
2025-03-01,17:03:00,20221210,
2025-03-01,17:05:00,20221210,
2025-03-01,17:09:00,20221210,
2025-03-01,17:11:00,20221210,
2025-03-01,17:13:00,20221210,
2025-03-01,17:15:00,20221210,
2025-03-01,17:17:00,20221210,
2025-03-01,17:19:00,20221210,
2025-03-01,17:21:00,20221210,
2025-03-01,17:23:00,20221210,
2025-03-01,17:25:00,20221210,
2025-03-01,17:27:00,20221210,
2025-03-01,17:25:00,20221210,
2025-03-01,17:27:00,20221210,
2025-03-01,17:29:00,20221210,
2025-03-01,17:31:00,20221210,
2025-03-01,17:33:00,20221210,
2025-03-01,17:35:00,20221210,
2025-03-01,17:39:00,20221210,
2025-03-01,17:41:00,20221210,
2025-03-01,17:43:00,20221210,
2025-03-01,17:45:00,20221210,
2025-03-01,17:49:00,20221210,
2025-03-01,17:51:00,20221210,
2025-03-01,17:53:00,20221210,
2025-03-01,17:55:00,20221210,
2025-03-01,17:57:00,20221210,
2025-03-01,17:59:00,20221210,
2025-03-01,18:01:00,20221210,
2025-03-01,18:03:00,20221210,
2025-03-01,18:05:00,20221210,
2025-03-01,18:07:00,20221210,
2025-03-01,18:09:00,20221210,
2025-03-01,18:11:00,20221210,
2025-03-01,18:13:00,20221210,
2025-03-01,18:15:00,20221210,
2025-03-01,18:17:00,20221210,
2025-03-01,18:19:00,20221210,
2025-03-01,18:23:00,20221210,
2025-03-01,18:25:00,20221210,
2025-03-01,18:27:00,20221210,
2025-03-01,18:29:00,20221210,
2025-03-01,18:33:00,20221210,
2025-03-01,18:31:00,20221210,
2025-03-01,18:35:00,20221210,
2025-03-01,18:37:00,20221210,
2025-03-01,18:39:00,20221210,
2025-03-01,18:41:00,20221210,
2025-03-01,18:43:00,20221210,
2025-03-01,18:41:00,20221210,
2025-03-01,18:43:00,20221210,
2025-03-01,18:45:00,20221210,
2025-03-01,18:47:00,20221210,
2025-03-01,18:45:00,20221210,
2025-03-01,18:49:00,20221210,
2025-03-01,18:51:00,20221210,
2025-03-01,18:53:00,20221210,
2025-03-01,18:55:00,20221210,
2025-03-01,18:57:00,20221210,
2025-03-01,18:59:00,20221210,
2025-03-01,19:01:00,20221210,
2025-03-01,19:03:00,20221210,
2025-03-01,19:05:00,20221210,
2025-03-01,19:07:00,20221210,
2025-03-01,19:05:00,20221210,
2025-03-01,19:09:00,20221210,
2025-03-01,19:11:00,20221210,
2025-03-01,19:15:00,20221210,
2025-03-01,19:17:00,20221210,
2025-03-01,19:15:00,20221210,
2025-03-01,19:17:00,20221210,
2025-03-01,19:19:00,20221210,
2025-03-01,19:21:00,20221210,
2025-03-01,19:23:00,20221210,
2025-03-01,19:25:00,20221210,
2025-03-01,19:29:00,20221210,
2025-03-01,19:31:00,20221210,
2025-03-01,19:33:00,20221210,
2025-03-01,19:31:00,20221210,
2025-03-01,19:33:00,20221210,
2025-03-01,19:35:00,20221210,
2025-03-01,19:37:00,20221210,
2025-03-01,19:35:00,20221210,
2025-03-01,19:37:00,20221210,
2025-03-01,19:39:00,20221210,
2025-03-01,19:41:00,20221210,
2025-03-01,19:43:00,20221210,
2025-03-01,19:45:00,20221210,
2025-03-01,19:47:00,20221210,
2025-03-01,19:45:00,20221210,
2025-03-01,19:47:00,20221210,
2025-03-01,19:51:00,20221210,
2025-03-01,19:49:00,20221210,
2025-03-01,19:53:00,20221210,
2025-03-01,19:55:00,20221210,
2025-03-01,19:57:00,20221210,
2025-03-01,19:55:00,20221210,
2025-03-01,19:57:00,20221210,
2025-03-01,19:59:00,20221210,
2025-03-01,20:01:00,20221210,
2025-03-01,20:03:00,20221210,
2025-03-01,20:01:00,20221210,
2025-03-01,20:03:00,20221210,
2025-03-01,20:05:00,20221210,
2025-03-01,20:07:00,20221210,
2025-03-01,20:05:00,20221210,
2025-03-01,20:09:00,20221210,
2025-03-01,20:13:00,20221210,
2025-03-01,20:11:00,20221210,
2025-03-01,20:15:00,20221210,
2025-03-01,20:17:00,20221210,
2025-03-01,20:15:00,20221210,
2025-03-01,20:17:00,20221210,
2025-03-01,20:21:00,20221210,
2025-03-01,20:19:00,20221210,
2025-03-01,20:23:00,20221210,
2025-03-01,20:25:00,20221210,
2025-03-01,20:29:00,20221210,
2025-03-01,20:31:00,20221210,
2025-03-01,20:33:00,20221210,
2025-03-01,20:35:00,20221210,
2025-03-01,20:37:00,20221210,
2025-03-01,20:35:00,20221210,
2025-03-01,20:39:00,20221210,
2025-03-01,20:41:00,20221210,
2025-03-01,20:45:00,20221210,
2025-03-01,20:47:00,20221210,
2025-03-01,20:51:00,20221210,
2025-03-01,20:53:00,20221210,
2025-03-01,20:55:00,20221210,
2025-03-01,20:57:00,20221210,
2025-03-01,20:59:00,20221210,
2025-03-01,21:03:00,20221210,
2025-03-01,21:01:00,20221210,
2025-03-01,21:05:00,20221210,
2025-03-01,21:07:00,20221210,
2025-03-01,21:09:00,20221210,
2025-03-01,21:11:00,20221210,
2025-03-01,21:13:00,20221210,
2025-03-01,21:15:00,20221210,
2025-03-01,21:17:00,20221210,
2025-03-01,21:21:00,20221210,
2025-03-01,21:23:00,20221210,
2025-03-01,21:25:00,20221210,
2025-03-01,21:27:00,20221210,
2025-03-01,21:25:00,20221210,
2025-03-01,21:29:00,20221210,
2025-03-01,21:31:00,20221210,
2025-03-01,21:35:00,20221210,
2025-03-01,21:37:00,20221210,
2025-03-01,21:35:00,20221210,
2025-03-01,21:39:00,20221210,
2025-03-01,21:41:00,20221210,
2025-03-01,21:43:00,20221210,
2025-03-01,21:41:00,20221210,
2025-03-01,21:43:00,20221210,
2025-03-01,21:45:00,20221210,
2025-03-01,21:49:00,20221210,
2025-03-01,21:51:00,20221210,
2025-03-01,21:53:00,20221210,
2025-03-01,21:55:00,20221210,
2025-03-01,21:57:00,20221210,
2025-03-01,21:59:00,20221210,
2025-03-01,22:01:00,20221210,
2025-03-01,22:03:00,20221210,
2025-03-01,22:05:00,20221210,
2025-03-01,22:07:00,20221210,
2025-03-01,22:09:00,20221210,
2025-03-01,22:11:00,20221210,
2025-03-01,22:13:00,20221210,
2025-03-01,22:15:00,20221210,
2025-03-01,22:17:00,20221210,
2025-03-01,22:19:00,20221210,
2025-03-01,22:21:00,20221210,
2025-03-01,22:23:00,20221210,
2025-03-01,22:25:00,20221210,
2025-03-01,22:27:00,20221210,
2025-03-01,22:29:00,20221210,
2025-03-01,22:31:00,20221210,
2025-03-01,22:33:00,20221210,
2025-03-01,22:35:00,20221210,
2025-03-01,22:37:00,20221210,
2025-03-01,22:35:00,20221210,
2025-03-01,22:39:00,20221210,
2025-03-01,22:41:00,20221210,
2025-03-01,22:43:00,20221210,
2025-03-01,22:45:00,20221210,
2025-03-01,22:47:00,20221210,
2025-03-01,22:49:00,20221210,
2025-03-01,22:51:00,20221210,
2025-03-01,22:53:00,20221210,
2025-03-01,22:55:00,20221210,
2025-03-01,22:57:00,20221210,
2025-03-01,22:59:00,20221210,
2025-03-01,23:01:00,20221210,
2025-03-01,23:03:00,20221210,
2025-03-01,23:05:00,20221210,
2025-03-01,23:07:00,20221210,
2025-03-01,23:09:00,20221210,
2025-03-01,23:11:00,20221210,
2025-03-01,23:13:00,20221210,
2025-03-01,23:15:00,20221210,
2025-03-01,23:17:00,20221210,
2025-03-01,23:19:00,20221210,
2025-03-01,23:21:00,20221210,
2025-03-01,23:23:00,20221210,
2025-03-01,23:25:00,20221210,
2025-03-01,23:27:00,20221210,
2025-03-01,23:29:00,20221210,
2025-03-01,23:31:00,20221210,
2025-03-01,23:33:00,20221210,
2025-03-01,23:35:00,20221210,
2025-03-01,23:37:00,20221210,
2025-03-01,23:39:00,20221210,
2025-03-01,23:41:00,20221210,
2025-03-01,23:43:00,20221210,
2025-03-01,23:45:00,20221210,
2025-03-01,23:47:00,20221210,
2025-03-01,23:49:00,20221210,
2025-03-01,23:51:00,20221210,
2025-03-01,23:53:00,20221210,
